runs,player,team,season,match,stadium
0,HV Patel,Chennai Super Kings,8,829750,M Chinnaswamy Stadium
0,HV Patel,Chennai Super Kings,8,829784,"MA Chidambaram Stadium, Chepauk"
2,HV Patel,Chennai Super Kings,8,829826,JSCA International Stadium Complex
4,I Sharma,Chennai Super Kings,1,335998,"MA Chidambaram Stadium, Chepauk"
6,I Sharma,Chennai Super Kings,3,419118,Eden Gardens
1,I Sharma,Chennai Super Kings,4,501241,"MA Chidambaram Stadium, Chepauk"
3,IK Pathan,Chennai Super Kings,1,335988,"Punjab Cricket Association Stadium, Mohali"
40,IK Pathan,Chennai Super Kings,1,336018,"MA Chidambaram Stadium, Chepauk"
3,IK Pathan,Chennai Super Kings,1,336044,Wankhede Stadium
14,IK Pathan,Chennai Super Kings,2,392239,Kingsmead
39,IK Pathan,Chennai Super Kings,3,419126,"MA Chidambaram Stadium, Chepauk"
44,IK Pathan,Chennai Super Kings,3,419164,Himachal Pradesh Cricket Association Stadium
44,IK Pathan,Chennai Super Kings,4,501258,"MA Chidambaram Stadium, Chepauk"
13,IK Pathan,Chennai Super Kings,5,548369,"MA Chidambaram Stadium, Chepauk"
2,IK Pathan,Chennai Super Kings,6,598025,Feroz Shah Kotla
4,IK Pathan,Chennai Super Kings,6,598067,"MA Chidambaram Stadium, Chepauk"
2,Imran Tahir,Chennai Super Kings,8,829712,"MA Chidambaram Stadium, Chepauk"
0,Iqbal Abdulla,Chennai Super Kings,3,419158,"MA Chidambaram Stadium, Chepauk"
3,Iqbal Abdulla,Chennai Super Kings,4,501203,"MA Chidambaram Stadium, Chepauk"
0,Iqbal Abdulla,Chennai Super Kings,8,829784,"MA Chidambaram Stadium, Chepauk"
8,J Botha,Chennai Super Kings,4,501245,"MA Chidambaram Stadium, Chepauk"
14,J Botha,Chennai Super Kings,4,501254,Sawai Mansingh Stadium
12,J Botha,Chennai Super Kings,5,548366,Sawai Mansingh Stadium
23,J Botha,Chennai Super Kings,6,598067,"MA Chidambaram Stadium, Chepauk"
1,J Suchith,Chennai Super Kings,8,829822,Wankhede Stadium
2,J Syed Mohammad,Chennai Super Kings,4,501276,"MA Chidambaram Stadium, Chepauk"
0,J Theron,Chennai Super Kings,3,419126,"MA Chidambaram Stadium, Chepauk"
73,JA Morkel,Chennai Super Kings,8,829712,"MA Chidambaram Stadium, Chepauk"
8,JA Morkel,Chennai Super Kings,8,829806,Shaheed Veer Narayan Singh International Stadium
15,JD Ryder,Chennai Super Kings,4,501231,"MA Chidambaram Stadium, Chepauk"
19,JD Ryder,Chennai Super Kings,4,501233,Dr DY Patil Sports Academy
73,JD Ryder,Chennai Super Kings,5,548327,Subrata Roy Sahara Stadium
9,JD Ryder,Chennai Super Kings,5,548335,"MA Chidambaram Stadium, Chepauk"
1,JD Unadkat,Chennai Super Kings,7,729298,Sheikh Zayed Stadium
22,JDS Neesham,Chennai Super Kings,7,729298,Sheikh Zayed Stadium
2,JE Taylor,Chennai Super Kings,4,501231,"MA Chidambaram Stadium, Chepauk"
1,JE Taylor,Chennai Super Kings,4,501233,Dr DY Patil Sports Academy
25,JEC Franklin,Chennai Super Kings,5,548311,"MA Chidambaram Stadium, Chepauk"
1,JEC Franklin,Chennai Super Kings,5,548360,Wankhede Stadium
13,JEC Franklin,Chennai Super Kings,5,548384,M Chinnaswamy Stadium
14,JH Kallis,Chennai Super Kings,1,336001,M Chinnaswamy Stadium
5,JH Kallis,Chennai Super Kings,1,336034,"MA Chidambaram Stadium, Chepauk"
24,JH Kallis,Chennai Super Kings,2,392190,St George's Park
0,JH Kallis,Chennai Super Kings,2,392229,Kingsmead
9,JH Kallis,Chennai Super Kings,2,392243,New Wanderers Stadium
19,JH Kallis,Chennai Super Kings,3,419128,M Chinnaswamy Stadium
52,JH Kallis,Chennai Super Kings,3,419138,"MA Chidambaram Stadium, Chepauk"
54,JH Kallis,Chennai Super Kings,4,501203,"MA Chidambaram Stadium, Chepauk"
21,JH Kallis,Chennai Super Kings,4,501250,Eden Gardens
26,JH Kallis,Chennai Super Kings,5,548352,"MA Chidambaram Stadium, Chepauk"
4,JH Kallis,Chennai Super Kings,5,548373,Eden Gardens
69,JH Kallis,Chennai Super Kings,5,548386,"MA Chidambaram Stadium, Chepauk"
19,JH Kallis,Chennai Super Kings,6,598039,"MA Chidambaram Stadium, Chepauk"
4,JH Kallis,Chennai Super Kings,7,733976,JSCA International Stadium Complex
14,JJ van der Wath,Chennai Super Kings,4,501216,"MA Chidambaram Stadium, Chepauk"
9,JP Duminy,Chennai Super Kings,2,392186,Newlands
62,JP Duminy,Chennai Super Kings,2,392232,St George's Park
6,JP Duminy,Chennai Super Kings,3,419170,Dr DY Patil Sports Academy
17,JP Duminy,Chennai Super Kings,4,501241,"MA Chidambaram Stadium, Chepauk"
15,JP Duminy,Chennai Super Kings,7,729298,Sheikh Zayed Stadium
28,JP Duminy,Chennai Super Kings,7,733986,Feroz Shah Kotla
5,JP Duminy,Chennai Super Kings,8,829712,"MA Chidambaram Stadium, Chepauk"
6,JP Duminy,Chennai Super Kings,8,829806,Shaheed Veer Narayan Singh International Stadium
1,JP Faulkner,Chennai Super Kings,6,598063,Sawai Mansingh Stadium
4,JP Faulkner,Chennai Super Kings,7,729302,Dubai International Cricket Stadium
1,JP Faulkner,Chennai Super Kings,7,734008,JSCA International Stadium Complex
16,JP Faulkner,Chennai Super Kings,8,829802,"MA Chidambaram Stadium, Chepauk"
71,JR Hopes,Chennai Super Kings,1,335988,"Punjab Cricket Association Stadium, Mohali"
14,JR Hopes,Chennai Super Kings,1,336018,"MA Chidambaram Stadium, Chepauk"
2,JR Hopes,Chennai Super Kings,1,336044,Wankhede Stadium
8,JR Hopes,Chennai Super Kings,4,501258,"MA Chidambaram Stadium, Chepauk"
24,K Goel,Chennai Super Kings,1,335988,"Punjab Cricket Association Stadium, Mohali"
1,K Goel,Chennai Super Kings,1,336018,"MA Chidambaram Stadium, Chepauk"
14,K Goel,Chennai Super Kings,2,392219,SuperSport Park
20,KA Pollard,Chennai Super Kings,3,419130,Brabourne Stadium
5,KA Pollard,Chennai Super Kings,3,419147,"MA Chidambaram Stadium, Chepauk"
27,KA Pollard,Chennai Super Kings,3,419170,Dr DY Patil Sports Academy
0,KA Pollard,Chennai Super Kings,4,501226,Wankhede Stadium
16,KA Pollard,Chennai Super Kings,5,548384,M Chinnaswamy Stadium
57,KA Pollard,Chennai Super Kings,6,598007,"MA Chidambaram Stadium, Chepauk"
1,KA Pollard,Chennai Super Kings,6,598051,Wankhede Stadium
24,KA Pollard,Chennai Super Kings,6,598075,Feroz Shah Kotla
60,KA Pollard,Chennai Super Kings,6,598078,Eden Gardens
12,KA Pollard,Chennai Super Kings,7,729308,Dubai International Cricket Stadium
0,KA Pollard,Chennai Super Kings,7,734000,Wankhede Stadium
14,KA Pollard,Chennai Super Kings,7,734050,Brabourne Stadium
64,KA Pollard,Chennai Super Kings,8,829734,Wankhede Stadium
1,KA Pollard,Chennai Super Kings,8,829794,"MA Chidambaram Stadium, Chepauk"
41,KA Pollard,Chennai Super Kings,8,829822,Wankhede Stadium
36,KA Pollard,Chennai Super Kings,8,829828,Eden Gardens
53,Kamran Akmal,Chennai Super Kings,1,336038,"MA Chidambaram Stadium, Chepauk"
6,Kamran Akmal,Chennai Super Kings,1,336045,Dr DY Patil Sports Academy
2,Karanveer Singh,Chennai Super Kings,8,829758,"MA Chidambaram Stadium, Chepauk"
5,KB Arun Karthik,Chennai Super Kings,6,598017,"MA Chidambaram Stadium, Chepauk"
54,KC Sangakkara,Chennai Super Kings,1,335988,"Punjab Cricket Association Stadium, Mohali"
3,KC Sangakkara,Chennai Super Kings,1,336044,Wankhede Stadium
7,KC Sangakkara,Chennai Super Kings,2,392239,Kingsmead
15,KC Sangakkara,Chennai Super Kings,3,419126,"MA Chidambaram Stadium, Chepauk"
33,KC Sangakkara,Chennai Super Kings,3,419164,Himachal Pradesh Cricket Association Stadium
15,KC Sangakkara,Chennai Super Kings,4,501241,"MA Chidambaram Stadium, Chepauk"
1,KC Sangakkara,Chennai Super Kings,5,548357,"MA Chidambaram Stadium, Chepauk"
3,KC Sangakkara,Chennai Super Kings,6,598056,"Rajiv Gandhi International Stadium, Uppal"
6,KD Karthik,Chennai Super Kings,1,336014,Feroz Shah Kotla
18,KD Karthik,Chennai Super Kings,2,392194,Kingsmead
52,KD Karthik,Chennai Super Kings,2,392211,New Wanderers Stadium
19,KD Karthik,Chennai Super Kings,3,419121,Feroz Shah Kotla
13,KD Karthik,Chennai Super Kings,3,419160,"MA Chidambaram Stadium, Chepauk"
21,KD Karthik,Chennai Super Kings,4,501211,"Punjab Cricket Association Stadium, Mohali"
11,KD Karthik,Chennai Super Kings,5,548360,Wankhede Stadium
6,KD Karthik,Chennai Super Kings,5,548384,M Chinnaswamy Stadium
37,KD Karthik,Chennai Super Kings,6,598007,"MA Chidambaram Stadium, Chepauk"
23,KD Karthik,Chennai Super Kings,6,598051,Wankhede Stadium
11,KD Karthik,Chennai Super Kings,6,598075,Feroz Shah Kotla
21,KD Karthik,Chennai Super Kings,6,598078,Eden Gardens
21,KD Karthik,Chennai Super Kings,7,729298,Sheikh Zayed Stadium
51,KD Karthik,Chennai Super Kings,7,733986,Feroz Shah Kotla
10,KD Karthik,Chennai Super Kings,8,829750,M Chinnaswamy Stadium
23,KD Karthik,Chennai Super Kings,8,829784,"MA Chidambaram Stadium, Chepauk"
28,KD Karthik,Chennai Super Kings,8,829826,JSCA International Stadium Complex
8,KK Nair,Chennai Super Kings,7,734008,JSCA International Stadium Complex
1,KK Nair,Chennai Super Kings,8,829740,"Sardar Patel Stadium, Motera"
10,KK Nair,Chennai Super Kings,8,829802,"MA Chidambaram Stadium, Chepauk"
25,KL Rahul,Chennai Super Kings,7,729316,Sharjah Cricket Stadium
5,KL Rahul,Chennai Super Kings,8,829716,"MA Chidambaram Stadium, Chepauk"
1,KM Jadhav,Chennai Super Kings,4,501266,"MA Chidambaram Stadium, Chepauk"
31,KM Jadhav,Chennai Super Kings,6,598025,Feroz Shah Kotla
2,KM Jadhav,Chennai Super Kings,6,598067,"MA Chidambaram Stadium, Chepauk"
29,KM Jadhav,Chennai Super Kings,7,733986,Feroz Shah Kotla
20,KM Jadhav,Chennai Super Kings,8,829712,"MA Chidambaram Stadium, Chepauk"
1,KM Jadhav,Chennai Super Kings,8,829806,Shaheed Veer Narayan Singh International Stadium
0,KP Pietersen,Chennai Super Kings,2,392190,St George's Park
23,KP Pietersen,Chennai Super Kings,3,419138,"MA Chidambaram Stadium, Chepauk"
43,KP Pietersen,Chennai Super Kings,5,548321,Feroz Shah Kotla
0,KP Pietersen,Chennai Super Kings,7,733986,Feroz Shah Kotla
26,KS Williamson,Chennai Super Kings,8,829716,"MA Chidambaram Stadium, Chepauk"
39,KV Sharma,Chennai Super Kings,6,598056,"Rajiv Gandhi International Stadium, Uppal"
17,KV Sharma,Chennai Super Kings,7,729316,Sharjah Cricket Stadium
4,KV Sharma,Chennai Super Kings,8,829716,"MA Chidambaram Stadium, Chepauk"
4,KV Sharma,Chennai Super Kings,8,829778,"Rajiv Gandhi International Stadium, Uppal"
26,KW Richardson,Chennai Super Kings,6,598043,Subrata Roy Sahara Stadium
9,L Balaji,Chennai Super Kings,6,598027,Eden Gardens
2,L Ronchi,Chennai Super Kings,1,335994,"MA Chidambaram Stadium, Chepauk"
9,LA Carseldine,Chennai Super Kings,2,392222,De Beers Diamond Oval
26,LA Pomersbach,Chennai Super Kings,2,392239,Kingsmead
29,LA Pomersbach,Chennai Super Kings,4,501273,Wankhede Stadium
2,LA Pomersbach,Chennai Super Kings,4,501276,"MA Chidambaram Stadium, Chepauk"
7,LA Pomersbach,Chennai Super Kings,6,598046,"MA Chidambaram Stadium, Chepauk"
2,LJ Wright,Chennai Super Kings,6,598043,Subrata Roy Sahara Stadium
38,LMP Simmons,Chennai Super Kings,7,734000,Wankhede Stadium
67,LMP Simmons,Chennai Super Kings,7,734050,Brabourne Stadium
5,LMP Simmons,Chennai Super Kings,8,829734,Wankhede Stadium
38,LMP Simmons,Chennai Super Kings,8,829794,"MA Chidambaram Stadium, Chepauk"
65,LMP Simmons,Chennai Super Kings,8,829822,Wankhede Stadium
68,LMP Simmons,Chennai Super Kings,8,829828,Eden Gardens
42,LR Shukla,Chennai Super Kings,1,335998,"MA Chidambaram Stadium, Chepauk"
13,LR Shukla,Chennai Super Kings,1,336030,Eden Gardens
19,LR Shukla,Chennai Super Kings,3,419118,Eden Gardens
17,LR Shukla,Chennai Super Kings,3,419158,"MA Chidambaram Stadium, Chepauk"
14,LR Shukla,Chennai Super Kings,4,501203,"MA Chidambaram Stadium, Chepauk"
9,LR Shukla,Chennai Super Kings,5,548373,Eden Gardens
3,LR Shukla,Chennai Super Kings,5,548386,"MA Chidambaram Stadium, Chepauk"
1,LR Shukla,Chennai Super Kings,6,598027,Eden Gardens
0,LR Shukla,Chennai Super Kings,7,733986,Feroz Shah Kotla
53,LRPL Taylor,Chennai Super Kings,1,336001,M Chinnaswamy Stadium
1,LRPL Taylor,Chennai Super Kings,2,392190,St George's Park
46,LRPL Taylor,Chennai Super Kings,2,392229,Kingsmead
17,LRPL Taylor,Chennai Super Kings,2,392243,New Wanderers Stadium
20,LRPL Taylor,Chennai Super Kings,4,501245,"MA Chidambaram Stadium, Chepauk"
6,LRPL Taylor,Chennai Super Kings,4,501254,Sawai Mansingh Stadium
24,LRPL Taylor,Chennai Super Kings,5,548385,"MA Chidambaram Stadium, Chepauk"
8,LRPL Taylor,Chennai Super Kings,6,598020,"MA Chidambaram Stadium, Chepauk"
6,LRPL Taylor,Chennai Super Kings,7,729298,Sheikh Zayed Stadium
10,M Kaif,Chennai Super Kings,1,336038,"MA Chidambaram Stadium, Chepauk"
12,M Kaif,Chennai Super Kings,1,336045,Dr DY Patil Sports Academy
14,M Kaif,Chennai Super Kings,3,419126,"MA Chidambaram Stadium, Chepauk"
3,M Kartik,Chennai Super Kings,1,335998,"MA Chidambaram Stadium, Chepauk"
21,M Kartik,Chennai Super Kings,3,419118,Eden Gardens
1,M Kartik,Chennai Super Kings,4,501231,"MA Chidambaram Stadium, Chepauk"
4,M Kartik,Chennai Super Kings,5,548335,"MA Chidambaram Stadium, Chepauk"
0,M Manhas,Chennai Super Kings,2,392211,New Wanderers Stadium
32,M Manhas,Chennai Super Kings,3,419121,Feroz Shah Kotla
25,M Manhas,Chennai Super Kings,3,419160,"MA Chidambaram Stadium, Chepauk"
20,M Manhas,Chennai Super Kings,4,501231,"MA Chidambaram Stadium, Chepauk"
0,M Manhas,Chennai Super Kings,4,501233,Dr DY Patil Sports Academy
2,M Morkel,Chennai Super Kings,6,598025,Feroz Shah Kotla
11,M Vijay,Chennai Super Kings,7,729298,Sheikh Zayed Stadium
35,M Vijay,Chennai Super Kings,7,733986,Feroz Shah Kotla
34,M Vijay,Chennai Super Kings,8,829758,"MA Chidambaram Stadium, Chepauk"
16,M Vohra,Chennai Super Kings,6,598012,"Punjab Cricket Association Stadium, Mohali"
34,M Vohra,Chennai Super Kings,7,734052,Wankhede Stadium
4,M Vohra,Chennai Super Kings,8,829814,"Punjab Cricket Association Stadium, Mohali"
7,MA Agarwal,Chennai Super Kings,4,501216,"MA Chidambaram Stadium, Chepauk"
34,MA Agarwal,Chennai Super Kings,4,501273,Wankhede Stadium
10,MA Agarwal,Chennai Super Kings,4,501276,"MA Chidambaram Stadium, Chepauk"
45,MA Agarwal,Chennai Super Kings,5,548323,"MA Chidambaram Stadium, Chepauk"
24,MA Agarwal,Chennai Super Kings,6,598017,"MA Chidambaram Stadium, Chepauk"
2,MA Agarwal,Chennai Super Kings,7,729298,Sheikh Zayed Stadium
15,MA Agarwal,Chennai Super Kings,8,829712,"MA Chidambaram Stadium, Chepauk"
9,MA Khote,Chennai Super Kings,1,335994,"MA Chidambaram Stadium, Chepauk"
2,MA Starc,Chennai Super Kings,7,734040,M Chinnaswamy Stadium
9,MA Starc,Chennai Super Kings,8,829750,M Chinnaswamy Stadium
1,MA Starc,Chennai Super Kings,8,829784,"MA Chidambaram Stadium, Chepauk"
1,MA Starc,Chennai Super Kings,8,829826,JSCA International Stadium Complex
56,Mandeep Singh,Chennai Super Kings,5,548348,"MA Chidambaram Stadium, Chepauk"
24,Mandeep Singh,Chennai Super Kings,5,548376,Himachal Pradesh Cricket Association Stadium
9,Mandeep Singh,Chennai Super Kings,6,598012,"Punjab Cricket Association Stadium, Mohali"
15,Mandeep Singh,Chennai Super Kings,6,598046,"MA Chidambaram Stadium, Chepauk"
3,Mandeep Singh,Chennai Super Kings,7,733992,Barabati Stadium
4,Mandeep Singh,Chennai Super Kings,8,829826,JSCA International Stadium Complex
12,MC Henriques,Chennai Super Kings,6,598073,M Chinnaswamy Stadium
19,MC Henriques,Chennai Super Kings,8,829778,"Rajiv Gandhi International Stadium, Uppal"
2,MC Juneja,Chennai Super Kings,6,598025,Feroz Shah Kotla
21,MD Mishra,Chennai Super Kings,3,419152,"Vidarbha Cricket Association Stadium, Jamtha"
2,MD Mishra,Chennai Super Kings,3,419168,Dr DY Patil Sports Academy
9,MD Mishra,Chennai Super Kings,4,501231,"MA Chidambaram Stadium, Chepauk"
2,MD Mishra,Chennai Super Kings,4,501233,Dr DY Patil Sports Academy
1,MEK Hussey,Chennai Super Kings,7,729308,Dubai International Cricket Stadium
39,MEK Hussey,Chennai Super Kings,7,734050,Brabourne Stadium
6,MG Johnson,Chennai Super Kings,6,598075,Feroz Shah Kotla
1,MG Johnson,Chennai Super Kings,6,598078,Eden Gardens
11,MG Johnson,Chennai Super Kings,7,733992,Barabati Stadium
1,MG Johnson,Chennai Super Kings,7,734052,Wankhede Stadium
1,MG Johnson,Chennai Super Kings,8,829758,"MA Chidambaram Stadium, Chepauk"
4,Misbah-ul-Haq,Chennai Super Kings,1,336034,"MA Chidambaram Stadium, Chepauk"
30,MJ Lumb,Chennai Super Kings,3,419134,"Sardar Patel Stadium, Motera"
37,MJ Lumb,Chennai Super Kings,3,419142,"MA Chidambaram Stadium, Chepauk"
48,MK Pandey,Chennai Super Kings,2,392243,New Wanderers Stadium
20,MK Pandey,Chennai Super Kings,3,419128,M Chinnaswamy Stadium
5,MK Pandey,Chennai Super Kings,3,419138,"MA Chidambaram Stadium, Chepauk"
12,MK Pandey,Chennai Super Kings,4,501231,"MA Chidambaram Stadium, Chepauk"
10,MK Pandey,Chennai Super Kings,4,501233,Dr DY Patil Sports Academy
13,MK Pandey,Chennai Super Kings,5,548335,"MA Chidambaram Stadium, Chepauk"
9,MK Pandey,Chennai Super Kings,6,598020,"MA Chidambaram Stadium, Chepauk"
1,MK Pandey,Chennai Super Kings,7,733976,JSCA International Stadium Complex
18,MK Pandey,Chennai Super Kings,7,734028,Eden Gardens
3,MK Pandey,Chennai Super Kings,8,829728,Eden Gardens
15,MK Pandey,Chennai Super Kings,8,829770,"MA Chidambaram Stadium, Chepauk"
5,MK Tiwary,Chennai Super Kings,1,336014,Feroz Shah Kotla
9,MK Tiwary,Chennai Super Kings,2,392194,Kingsmead
8,MK Tiwary,Chennai Super Kings,3,419118,Eden Gardens
27,MK Tiwary,Chennai Super Kings,3,419158,"MA Chidambaram Stadium, Chepauk"
27,MK Tiwary,Chennai Super Kings,4,501203,"MA Chidambaram Stadium, Chepauk"
15,MK Tiwary,Chennai Super Kings,4,501250,Eden Gardens
13,MK Tiwary,Chennai Super Kings,5,548352,"MA Chidambaram Stadium, Chepauk"
12,MK Tiwary,Chennai Super Kings,5,548373,Eden Gardens
9,MK Tiwary,Chennai Super Kings,5,548386,"MA Chidambaram Stadium, Chepauk"
13,MK Tiwary,Chennai Super Kings,6,598027,Eden Gardens
0,MK Tiwary,Chennai Super Kings,7,729298,Sheikh Zayed Stadium
0,MM Patel,Chennai Super Kings,2,392207,SuperSport Park
8,MN Samuels,Chennai Super Kings,5,548327,Subrata Roy Sahara Stadium
26,MN Samuels,Chennai Super Kings,5,548335,"MA Chidambaram Stadium, Chepauk"
16,Mohammad Hafeez,Chennai Super Kings,1,335998,"MA Chidambaram Stadium, Chepauk"
6,Mohammad Hafeez,Chennai Super Kings,1,336030,Eden Gardens
1,Mohammed Shami,Chennai Super Kings,7,729298,Sheikh Zayed Stadium
11,MR Marsh,Chennai Super Kings,4,501233,Dr DY Patil Sports Academy
2,MR Marsh,Chennai Super Kings,6,598020,"MA Chidambaram Stadium, Chepauk"
7,MS Bisla,Chennai Super Kings,3,419126,"MA Chidambaram Stadium, Chepauk"
27,MS Bisla,Chennai Super Kings,4,501203,"MA Chidambaram Stadium, Chepauk"
89,MS Bisla,Chennai Super Kings,5,548386,"MA Chidambaram Stadium, Chepauk"
92,MS Bisla,Chennai Super Kings,6,598039,"MA Chidambaram Stadium, Chepauk"
17,MS Bisla,Chennai Super Kings,8,829750,M Chinnaswamy Stadium
4,MS Gony,Chennai Super Kings,5,548316,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
0,MS Gony,Chennai Super Kings,6,598046,"MA Chidambaram Stadium, Chepauk"
4,MV Boucher,Chennai Super Kings,1,336001,M Chinnaswamy Stadium
17,MV Boucher,Chennai Super Kings,1,336034,"MA Chidambaram Stadium, Chepauk"
5,MV Boucher,Chennai Super Kings,2,392229,Kingsmead
11,MV Boucher,Chennai Super Kings,3,419128,M Chinnaswamy Stadium
6,N Saini,Chennai Super Kings,5,548348,"MA Chidambaram Stadium, Chepauk"
1,N Saini,Chennai Super Kings,5,548376,Himachal Pradesh Cricket Association Stadium
4,NJ Maddinson,Chennai Super Kings,8,829784,"MA Chidambaram Stadium, Chepauk"
2,NK Patel,Chennai Super Kings,1,336045,Dr DY Patil Sports Academy
15,NL McCullum,Chennai Super Kings,4,501231,"MA Chidambaram Stadium, Chepauk"
23,NLTC Perera,Chennai Super Kings,6,598056,"Rajiv Gandhi International Stadium, Uppal"
5,NM Coulter-Nile,Chennai Super Kings,8,829712,"MA Chidambaram Stadium, Chepauk"
0,NV Ojha,Chennai Super Kings,2,392222,De Beers Diamond Oval
80,NV Ojha,Chennai Super Kings,3,419134,"Sardar Patel Stadium, Motera"
94,NV Ojha,Chennai Super Kings,3,419142,"MA Chidambaram Stadium, Chepauk"
25,NV Ojha,Chennai Super Kings,4,501258,"MA Chidambaram Stadium, Chepauk"
14,NV Ojha,Chennai Super Kings,5,548321,Feroz Shah Kotla
3,NV Ojha,Chennai Super Kings,5,548369,"MA Chidambaram Stadium, Chepauk"
7,NV Ojha,Chennai Super Kings,5,548385,"MA Chidambaram Stadium, Chepauk"
19,NV Ojha,Chennai Super Kings,7,734034,JSCA International Stadium Complex
15,NV Ojha,Chennai Super Kings,8,829716,"MA Chidambaram Stadium, Chepauk"
20,NV Ojha,Chennai Super Kings,8,829778,"Rajiv Gandhi International Stadium, Uppal"
5,OA Shah,Chennai Super Kings,3,419118,Eden Gardens
3,OA Shah,Chennai Super Kings,4,501266,"MA Chidambaram Stadium, Chepauk"
52,OA Shah,Chennai Super Kings,5,548337,"MA Chidambaram Stadium, Chepauk"
1,P Awana,Chennai Super Kings,6,598012,"Punjab Cricket Association Stadium, Mohali"
5,P Dogra,Chennai Super Kings,3,419134,"Sardar Patel Stadium, Motera"
6,P Kumar,Chennai Super Kings,1,336001,M Chinnaswamy Stadium
21,P Kumar,Chennai Super Kings,1,336034,"MA Chidambaram Stadium, Chepauk"
0,P Kumar,Chennai Super Kings,2,392190,St George's Park
12,P Kumar,Chennai Super Kings,2,392229,Kingsmead
6,P Kumar,Chennai Super Kings,5,548348,"MA Chidambaram Stadium, Chepauk"
3,P Kumar,Chennai Super Kings,6,598012,"Punjab Cricket Association Stadium, Mohali"
1,P Kumar,Chennai Super Kings,7,734050,Brabourne Stadium
8,P Negi,Chennai Super Kings,5,548385,"MA Chidambaram Stadium, Chepauk"
34,PA Patel,Chennai Super Kings,4,501220,Nehru Stadium
6,PA Patel,Chennai Super Kings,4,501266,"MA Chidambaram Stadium, Chepauk"
20,PA Patel,Chennai Super Kings,5,548316,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
