runs,player,team,season,match
5,P Negi,Delhi Daredevils,8,829806
18,P Sahu,Delhi Daredevils,9,980918
21,PA Patel,Delhi Daredevils,1,336006
16,PA Patel,Delhi Daredevils,2,392194
6,PA Patel,Delhi Daredevils,3,419121
1,PA Patel,Delhi Daredevils,4,501238
37,PA Patel,Delhi Daredevils,4,501243
45,PA Patel,Delhi Daredevils,5,548326
19,PA Patel,Delhi Daredevils,6,598015
14,PA Patel,Delhi Daredevils,6,598049
37,PA Patel,Delhi Daredevils,7,729286
29,PA Patel,Delhi Daredevils,7,734010
28,PA Patel,Delhi Daredevils,8,829752
13,PA Patel,Delhi Daredevils,8,829788
1,PA Patel,Delhi Daredevils,9,980938
1,PA Reddy,Delhi Daredevils,6,598015
1,Pankaj Singh,Delhi Daredevils,2,392199
1,PC Valthaty,Delhi Daredevils,2,392203
14,PC Valthaty,Delhi Daredevils,4,501228
58,PC Valthaty,Delhi Daredevils,4,501262
2,PC Valthaty,Delhi Daredevils,5,548379
4,PJ Sangwan,Delhi Daredevils,3,419119
1,PM Sarvesh Kumar,Delhi Daredevils,1,336025
5,PP Chawla,Delhi Daredevils,3,419113
1,PP Chawla,Delhi Daredevils,4,501262
10,PP Chawla,Delhi Daredevils,5,548374
1,PP Chawla,Delhi Daredevils,5,548379
5,PP Chawla,Delhi Daredevils,6,598064
22,PP Chawla,Delhi Daredevils,8,829766
8,PP Chawla,Delhi Daredevils,9,980956
0,PP Ojha,Delhi Daredevils,1,336025
1,PP Ojha,Delhi Daredevils,2,392206
0,PP Ojha,Delhi Daredevils,2,392228
3,PP Ojha,Delhi Daredevils,5,548330
2,PP Ojha,Delhi Daredevils,7,734036
0,PR Shah,Delhi Daredevils,1,336037
11,PR Shah,Delhi Daredevils,2,392220
12,PR Shah,Delhi Daredevils,2,392240
6,R Ashwin,Delhi Daredevils,3,419160
8,R Ashwin,Delhi Daredevils,5,548321
1,R Ashwin,Delhi Daredevils,7,729298
12,R Ashwin,Delhi Daredevils,8,829712
7,R Bhatia,Delhi Daredevils,5,548312
26,R Bhatia,Delhi Daredevils,6,598045
17,R Bhatia,Delhi Daredevils,7,733980
8,R Dhawan,Delhi Daredevils,7,734024
38,R Dravid,Delhi Daredevils,1,336003
9,R Dravid,Delhi Daredevils,1,336031
38,R Dravid,Delhi Daredevils,2,392237
1,R Dravid,Delhi Daredevils,3,419133
14,R Dravid,Delhi Daredevils,3,419145
38,R Dravid,Delhi Daredevils,4,501209
40,R Dravid,Delhi Daredevils,5,548350
57,R Dravid,Delhi Daredevils,5,548354
65,R Dravid,Delhi Daredevils,6,598006
53,R Dravid,Delhi Daredevils,6,598054
12,R Rampaul,Delhi Daredevils,6,598022
22,R Sathish,Delhi Daredevils,6,598033
6,R Sathish,Delhi Daredevils,9,980956
14,R Sharma,Delhi Daredevils,3,419165
1,R Shukla,Delhi Daredevils,6,598006
2,R Vinay Kumar,Delhi Daredevils,3,419133
3,R Vinay Kumar,Delhi Daredevils,3,419145
11,R Vinay Kumar,Delhi Daredevils,4,501238
18,R Vinay Kumar,Delhi Daredevils,5,548315
1,R Vinay Kumar,Delhi Daredevils,6,598022
29,RA Jadeja,Delhi Daredevils,1,335989
6,RA Jadeja,Delhi Daredevils,1,336020
7,RA Jadeja,Delhi Daredevils,1,336043
16,RA Jadeja,Delhi Daredevils,2,392203
24,RA Jadeja,Delhi Daredevils,2,392235
31,RA Jadeja,Delhi Daredevils,4,501238
13,RA Jadeja,Delhi Daredevils,5,548321
24,RA Jadeja,Delhi Daredevils,6,598067
7,RA Jadeja,Delhi Daredevils,7,729298
17,RA Jadeja,Delhi Daredevils,8,829712
3,RA Jadeja,Delhi Daredevils,8,829806
4,RA Jadeja,Delhi Daredevils,9,980950
36,RA Jadeja,Delhi Daredevils,9,980966
1,RE Levi,Delhi Daredevils,5,548330
66,RG Sharma,Delhi Daredevils,1,335993
35,RG Sharma,Delhi Daredevils,1,336025
17,RG Sharma,Delhi Daredevils,2,392206
6,RG Sharma,Delhi Daredevils,2,392228
5,RG Sharma,Delhi Daredevils,2,392242
45,RG Sharma,Delhi Daredevils,3,419125
11,RG Sharma,Delhi Daredevils,3,419165
27,RG Sharma,Delhi Daredevils,4,501206
49,RG Sharma,Delhi Daredevils,4,501251
29,RG Sharma,Delhi Daredevils,5,548330
12,RG Sharma,Delhi Daredevils,5,548347
74,RG Sharma,Delhi Daredevils,6,598011
73,RG Sharma,Delhi Daredevils,6,598029
4,RG Sharma,Delhi Daredevils,7,729314
30,RG Sharma,Delhi Daredevils,7,734036
30,RG Sharma,Delhi Daredevils,8,829752
46,RG Sharma,Delhi Daredevils,8,829788
65,RG Sharma,Delhi Daredevils,9,980938
31,RG Sharma,Delhi Daredevils,9,980998
1,RJ Harris,Delhi Daredevils,4,501228
2,RJ Harris,Delhi Daredevils,4,501262
15,RJ Harris,Delhi Daredevils,5,548379
2,RJ Peterson,Delhi Daredevils,5,548347
4,RJ Quiney,Delhi Daredevils,2,392203
6,RJ Quiney,Delhi Daredevils,2,392235
19,RN ten Doeschate,Delhi Daredevils,4,501235
3,RN ten Doeschate,Delhi Daredevils,8,829744
1,RP Singh,Delhi Daredevils,1,335993
1,RP Singh,Delhi Daredevils,1,336025
2,RP Singh,Delhi Daredevils,2,392206
0,RP Singh,Delhi Daredevils,2,392228
1,RP Singh,Delhi Daredevils,4,501238
0,RP Singh,Delhi Daredevils,5,548330
1,RP Singh,Delhi Daredevils,5,548347
3,RR Powar,Delhi Daredevils,3,419113
0,RR Powar,Delhi Daredevils,4,501238
6,RR Raje,Delhi Daredevils,1,336009
1,RR Raje,Delhi Daredevils,2,392220
22,RS Bopara,Delhi Daredevils,2,392188
56,RS Bopara,Delhi Daredevils,3,419113
41,RS Bopara,Delhi Daredevils,8,829736
17,RS Bopara,Delhi Daredevils,8,829798
0,RT Ponting,Delhi Daredevils,6,598011
4,RV Gomez,Delhi Daredevils,6,598072
22,RV Uthappa,Delhi Daredevils,1,336009
46,RV Uthappa,Delhi Daredevils,1,336037
3,RV Uthappa,Delhi Daredevils,2,392199
1,RV Uthappa,Delhi Daredevils,2,392237
15,RV Uthappa,Delhi Daredevils,3,419133
12,RV Uthappa,Delhi Daredevils,3,419145
4,RV Uthappa,Delhi Daredevils,4,501218
10,RV Uthappa,Delhi Daredevils,5,548338
60,RV Uthappa,Delhi Daredevils,5,548342
37,RV Uthappa,Delhi Daredevils,6,598040
24,RV Uthappa,Delhi Daredevils,6,598072
55,RV Uthappa,Delhi Daredevils,7,729294
47,RV Uthappa,Delhi Daredevils,7,733990
13,RV Uthappa,Delhi Daredevils,8,829744
32,RV Uthappa,Delhi Daredevils,8,829766
35,RV Uthappa,Delhi Daredevils,9,980908
72,RV Uthappa,Delhi Daredevils,9,980956
11,S Badrinath,Delhi Daredevils,1,336006
8,S Badrinath,Delhi Daredevils,1,336014
7,S Badrinath,Delhi Daredevils,2,392194
45,S Badrinath,Delhi Daredevils,2,392211
14,S Badrinath,Delhi Daredevils,3,419121
30,S Badrinath,Delhi Daredevils,3,419160
55,S Badrinath,Delhi Daredevils,4,501258
15,S Badrinath,Delhi Daredevils,5,548321
8,S Dhawan,Delhi Daredevils,4,501221
29,S Dhawan,Delhi Daredevils,4,501248
44,S Dhawan,Delhi Daredevils,5,548326
84,S Dhawan,Delhi Daredevils,5,548334
22,S Dhawan,Delhi Daredevils,6,598049
33,S Dhawan,Delhi Daredevils,7,729306
4,S Dhawan,Delhi Daredevils,7,733998
18,S Dhawan,Delhi Daredevils,8,829736
13,S Dhawan,Delhi Daredevils,8,829798
34,S Dhawan,Delhi Daredevils,9,980988
10,S Dhawan,Delhi Daredevils,9,981008
11,S Gopal,Delhi Daredevils,7,734036
0,S Ladda,Delhi Daredevils,3,419119
12,S Narwal,Delhi Daredevils,3,419139
23,S Narwal,Delhi Daredevils,6,598045
15,S Rana,Delhi Daredevils,7,734010
3,S Sohal,Delhi Daredevils,2,392231
62,S Sohal,Delhi Daredevils,4,501221
15,S Sreesanth,Delhi Daredevils,3,419113
0,S Sreesanth,Delhi Daredevils,4,501238
54,S Vidyut,Delhi Daredevils,1,336006
40,S Vidyut,Delhi Daredevils,1,336014
39,SA Asnodkar,Delhi Daredevils,1,336043
11,SA Asnodkar,Delhi Daredevils,2,392203
5,SA Asnodkar,Delhi Daredevils,3,419116
8,SA Yadav,Delhi Daredevils,7,729294
24,SA Yadav,Delhi Daredevils,8,829744
7,SA Yadav,Delhi Daredevils,8,829766
21,SA Yadav,Delhi Daredevils,9,980956
48,Salman Butt,Delhi Daredevils,1,336022
1,Sandeep Sharma,Delhi Daredevils,9,980918
8,SB Bangar,Delhi Daredevils,1,335993
13,SB Jakati,Delhi Daredevils,2,392211
1,SB Jakati,Delhi Daredevils,5,548321
29,SB Styris,Delhi Daredevils,1,336025
7,SC Ganguly,Delhi Daredevils,1,336022
44,SC Ganguly,Delhi Daredevils,2,392224
5,SC Ganguly,Delhi Daredevils,3,419136
56,SC Ganguly,Delhi Daredevils,3,419149
41,SC Ganguly,Delhi Daredevils,5,548338
1,SC Ganguly,Delhi Daredevils,5,548342
3,SD Chitnis,Delhi Daredevils,1,336037
38,SD Chitnis,Delhi Daredevils,5,548379
2,SE Marsh,Delhi Daredevils,1,336027
95,SE Marsh,Delhi Daredevils,4,501228
46,SE Marsh,Delhi Daredevils,4,501262
13,SE Marsh,Delhi Daredevils,5,548374
45,SE Marsh,Delhi Daredevils,6,598033
5,SE Marsh,Delhi Daredevils,8,829772
13,SE Marsh,Delhi Daredevils,9,980918
2,Shahid Afridi,Delhi Daredevils,1,335993
33,Shahid Afridi,Delhi Daredevils,1,336025
1,Shakib Al Hasan,Delhi Daredevils,5,548383
30,Shakib Al Hasan,Delhi Daredevils,7,729294
0,Shoaib Ahmed,Delhi Daredevils,2,392206
0,Shoaib Ahmed,Delhi Daredevils,2,392228
3,SK Raina,Delhi Daredevils,1,336006
1,SK Raina,Delhi Daredevils,1,336014
41,SK Raina,Delhi Daredevils,2,392194
32,SK Raina,Delhi Daredevils,2,392211
49,SK Raina,Delhi Daredevils,3,419121
15,SK Raina,Delhi Daredevils,3,419160
14,SK Raina,Delhi Daredevils,4,501258
17,SK Raina,Delhi Daredevils,5,548321
28,SK Raina,Delhi Daredevils,5,548369
27,SK Raina,Delhi Daredevils,5,548385
30,SK Raina,Delhi Daredevils,6,598025
7,SK Raina,Delhi Daredevils,6,598067
56,SK Raina,Delhi Daredevils,7,729298
47,SK Raina,Delhi Daredevils,7,733986
4,SK Raina,Delhi Daredevils,8,829712
11,SK Raina,Delhi Daredevils,8,829806
2,SK Raina,Delhi Daredevils,9,980950
24,SK Raina,Delhi Daredevils,9,980966
3,SK Trivedi,Delhi Daredevils,1,335989
1,SK Trivedi,Delhi Daredevils,1,336043
6,SK Trivedi,Delhi Daredevils,2,392235
7,SK Trivedi,Delhi Daredevils,3,419139
14,SK Warne,Delhi Daredevils,1,335989
11,SK Warne,Delhi Daredevils,1,336020
0,SK Warne,Delhi Daredevils,1,336043
0,SK Warne,Delhi Daredevils,2,392203
6,SK Warne,Delhi Daredevils,2,392235
0,SK Warne,Delhi Daredevils,3,419139
11,SL Malinga,Delhi Daredevils,5,548347
6,SL Malinga,Delhi Daredevils,8,829752
75,SM Katich,Delhi Daredevils,1,336000
16,SM Katich,Delhi Daredevils,2,392231
33,SM Pollock,Delhi Daredevils,1,336009
16,SM Pollock,Delhi Daredevils,1,336037
1,SN Khan,Delhi Daredevils,9,980926
7,SN Thakur,Delhi Daredevils,8,829772
5,Sohail Tanvir,Delhi Daredevils,1,336043
13,SP Fleming,Delhi Daredevils,1,336006
44,SP Fleming,Delhi Daredevils,1,336014
52,SP Goswami,Delhi Daredevils,1,336031
22,SP Goswami,Delhi Daredevils,4,501235
18,SP Goswami,Delhi Daredevils,5,548354
4,SP Narine,Delhi Daredevils,9,980956
34,SPD Smith,Delhi Daredevils,5,548338
17,SPD Smith,Delhi Daredevils,6,598040
10,SPD Smith,Delhi Daredevils,8,829720
18,SR Tendulkar,Delhi Daredevils,1,336037
15,SR Tendulkar,Delhi Daredevils,2,392220
46,SR Tendulkar,Delhi Daredevils,2,392240
63,SR Tendulkar,Delhi Daredevils,3,419119
29,SR Tendulkar,Delhi Daredevils,3,419157
46,SR Tendulkar,Delhi Daredevils,4,501206
14,SR Tendulkar,Delhi Daredevils,4,501251
7,SR Tendulkar,Delhi Daredevils,5,548347
1,SR Tendulkar,Delhi Daredevils,6,598011
50,SR Tendulkar,Delhi Daredevils,6,598029
17,SR Watson,Delhi Daredevils,1,335989
74,SR Watson,Delhi Daredevils,1,336020
52,SR Watson,Delhi Daredevils,1,336043
8,SR Watson,Delhi Daredevils,5,548354
28,SR Watson,Delhi Daredevils,6,598054
16,SR Watson,Delhi Daredevils,7,733980
21,SR Watson,Delhi Daredevils,8,829782
33,SR Watson,Delhi Daredevils,9,980926
14,SR Watson,Delhi Daredevils,9,981016
9,SS Tiwary,Delhi Daredevils,1,336009
61,SS Tiwary,Delhi Daredevils,3,419119
38,SS Tiwary,Delhi Daredevils,3,419157
18,SS Tiwary,Delhi Daredevils,4,501232
1,SS Tiwary,Delhi Daredevils,5,548315
21,SS Tiwary,Delhi Daredevils,9,980970
34,ST Jayasuriya,Delhi Daredevils,1,336009
66,ST Jayasuriya,Delhi Daredevils,1,336037
0,ST Jayasuriya,Delhi Daredevils,2,392240
7,ST Jayasuriya,Delhi Daredevils,3,419119
40,STR Binny,Delhi Daredevils,6,598006
0,STR Binny,Delhi Daredevils,7,734016
1,STR Binny,Delhi Daredevils,8,829720
16,STR Binny,Delhi Daredevils,9,981016
2,Sunny Singh,Delhi Daredevils,4,501228
34,SV Samson,Delhi Daredevils,7,733980
40,SV Samson,Delhi Daredevils,7,734016
11,SV Samson,Delhi Daredevils,8,829720
11,SW Tait,Delhi Daredevils,3,419139
7,T Kohli,Delhi Daredevils,1,335989
7,T Taibu,Delhi Daredevils,1,336022
7,TG Southee,Delhi Daredevils,8,829720
1,TG Southee,Delhi Daredevils,9,980938
23,TL Suman,Delhi Daredevils,2,392206
3,TL Suman,Delhi Daredevils,2,392228
24,TL Suman,Delhi Daredevils,2,392242
29,TL Suman,Delhi Daredevils,3,419125
5,TL Suman,Delhi Daredevils,3,419165
7,TM Dilshan,Delhi Daredevils,3,419119
0,TM Dilshan,Delhi Daredevils,4,501232
10,TM Dilshan,Delhi Daredevils,5,548377
7,TM Srivastava,Delhi Daredevils,1,336000
14,UBT Chand,Delhi Daredevils,8,829752
30,UT Khawaja,Delhi Daredevils,9,980970
19,UT Khawaja,Delhi Daredevils,9,981002
12,UT Yadav,Delhi Daredevils,1,335993
2,UT Yadav,Delhi Daredevils,9,980956
1,V Kohli,Delhi Daredevils,1,336003
22,V Kohli,Delhi Daredevils,2,392199
38,V Kohli,Delhi Daredevils,3,419133
13,V Kohli,Delhi Daredevils,3,419145
56,V Kohli,Delhi Daredevils,4,501232
8,V Kohli,Delhi Daredevils,5,548315
73,V Kohli,Delhi Daredevils,5,548377
65,V Kohli,Delhi Daredevils,6,598022
99,V Kohli,Delhi Daredevils,6,598059
49,V Kohli,Delhi Daredevils,7,729286
10,V Kohli,Delhi Daredevils,7,734010
35,V Kohli,Delhi Daredevils,8,829762
1,V Kohli,Delhi Daredevils,8,829818
79,V Kohli,Delhi Daredevils,9,980926
54,V Kohli,Delhi Daredevils,9,981016
12,V Sehwag,Delhi Daredevils,3,419119
23,V Sehwag,Delhi Daredevils,7,734024
9,V Sehwag,Delhi Daredevils,7,734044
47,V Sehwag,Delhi Daredevils,8,829730
1,V Sehwag,Delhi Daredevils,8,829772
2,VVS Laxman,Delhi Daredevils,1,335993
10,W Jaffer,Delhi Daredevils,1,336003
10,WD Parnell,Delhi Daredevils,4,501218
5,WP Saha,Delhi Daredevils,1,336022
1,WP Saha,Delhi Daredevils,2,392216
0,WP Saha,Delhi Daredevils,2,392224
20,WP Saha,Delhi Daredevils,3,419136
13,WP Saha,Delhi Daredevils,7,734024
39,WP Saha,Delhi Daredevils,8,829730
3,WP Saha,Delhi Daredevils,8,829772
3,WP Saha,Delhi Daredevils,9,980918
52,WP Saha,Delhi Daredevils,9,980976
12,WPUJC Vaas,Delhi Daredevils,1,335993
10,WPUJC Vaas,Delhi Daredevils,2,392228
3,WPUJC Vaas,Delhi Daredevils,3,419125
3,WPUJC Vaas,Delhi Daredevils,3,419165
14,Y Venugopal Rao,Delhi Daredevils,1,335993
34,Y Venugopal Rao,Delhi Daredevils,1,336025
16,Y Venugopal Rao,Delhi Daredevils,2,392206
1,Y Venugopal Rao,Delhi Daredevils,2,392228
1,Y Venugopal Rao,Delhi Daredevils,3,419125
0,YA Abdulla,Delhi Daredevils,3,419113
13,Yashpal Singh,Delhi Daredevils,2,392224
10,YK Pathan,Delhi Daredevils,1,335989
8,YK Pathan,Delhi Daredevils,1,336020
45,YK Pathan,Delhi Daredevils,1,336043
62,YK Pathan,Delhi Daredevils,2,392203
1,YK Pathan,Delhi Daredevils,2,392235
0,YK Pathan,Delhi Daredevils,3,419116
24,YK Pathan,Delhi Daredevils,3,419139
5,YK Pathan,Delhi Daredevils,4,501235
0,YK Pathan,Delhi Daredevils,5,548312
7,YK Pathan,Delhi Daredevils,5,548362
40,YK Pathan,Delhi Daredevils,5,548383
18,YK Pathan,Delhi Daredevils,6,598003
20,YK Pathan,Delhi Daredevils,6,598045
11,YK Pathan,Delhi Daredevils,7,729294
40,YK Pathan,Delhi Daredevils,8,829744
42,YK Pathan,Delhi Daredevils,8,829766
10,YK Pathan,Delhi Daredevils,9,980956
40,Yuvraj Singh,Delhi Daredevils,1,336000
23,Yuvraj Singh,Delhi Daredevils,1,336027
16,Yuvraj Singh,Delhi Daredevils,2,392188
18,Yuvraj Singh,Delhi Daredevils,2,392231
4,Yuvraj Singh,Delhi Daredevils,3,419113
21,Yuvraj Singh,Delhi Daredevils,3,419154
66,Yuvraj Singh,Delhi Daredevils,4,501218
31,Yuvraj Singh,Delhi Daredevils,6,598040
3,Yuvraj Singh,Delhi Daredevils,6,598072
52,Yuvraj Singh,Delhi Daredevils,7,729286
68,Yuvraj Singh,Delhi Daredevils,7,734010
8,Yuvraj Singh,Delhi Daredevils,9,980988
10,Yuvraj Singh,Delhi Daredevils,9,981008
14,YV Takawale,Delhi Daredevils,1,336009
4,Z Khan,Delhi Daredevils,1,336031
20,AB de Villiers,Gujarat Lions,9,980942
129,AB de Villiers,Gujarat Lions,9,980992
79,AB de Villiers,Gujarat Lions,9,981018
21,AM Rahane,Gujarat Lions,9,980916
53,AM Rahane,Gujarat Lions,9,980954
4,AR Patel,Gujarat Lions,9,980910
0,AR Patel,Gujarat Lions,9,980960
20,AT Rayudu,Gujarat Lions,9,980922
8,BCJ Cutting,Gujarat Lions,9,981022
27,Bipul Sharma,Gujarat Lions,9,981022
6,CH Gayle,Gujarat Lions,9,980992
9,CH Gayle,Gujarat Lions,9,981018
82,CH Morris,Gujarat Lions,9,980950
15,DA Miller,Gujarat Lions,9,980910
31,DA Miller,Gujarat Lions,9,980960
74,DA Warner,Gujarat Lions,9,980934
24,DA Warner,Gujarat Lions,9,980972
93,DA Warner,Gujarat Lions,9,981022
18,DJ Hooda,Gujarat Lions,9,980972
4,DJ Hooda,Gujarat Lions,9,981022
69,F du Plessis,Gujarat Lions,9,980916
5,G Gambhir,Gujarat Lions,9,980980
8,G Gambhir,Gujarat Lions,9,981006
2,GJ Maxwell,Gujarat Lions,9,980910
0,GJ Maxwell,Gujarat Lions,9,980960
0,Gurkeerat Singh,Gujarat Lions,9,980960
8,Harbhajan Singh,Gujarat Lions,9,980922
3,Harbhajan Singh,Gujarat Lions,9,981012
2,HH Pandya,Gujarat Lions,9,980922
7,HH Pandya,Gujarat Lions,9,981012
33,Iqbal Abdulla,Gujarat Lions,9,981018
16,JC Buttler,Gujarat Lions,9,980922
33,JC Buttler,Gujarat Lions,9,981012
13,JO Holder,Gujarat Lions,9,981006
48,JP Duminy,Gujarat Lions,9,980950
13,JP Duminy,Gujarat Lions,9,980966
1,KA Pollard,Gujarat Lions,9,980922
9,KA Pollard,Gujarat Lions,9,981012
1,KC Cariappa,Gujarat Lions,9,980960
20,KH Pandya,Gujarat Lions,9,980922
4,KH Pandya,Gujarat Lions,9,981012
9,KK Nair,Gujarat Lions,9,980950
51,KL Rahul,Gujarat Lions,9,980942
0,KL Rahul,Gujarat Lions,9,981018
37,KP Pietersen,Gujarat Lions,9,980916
6,KS Williamson,Gujarat Lions,9,980972
1,M Morkel,Gujarat Lions,9,981006
42,M Vijay,Gujarat Lions,9,980910
55,M Vijay,Gujarat Lions,9,980960
38,M Vohra,Gujarat Lions,9,980910
14,MC Henriques,Gujarat Lions,9,980972
11,MC Henriques,Gujarat Lions,9,981022
7,MJ Guptill,Gujarat Lions,9,981012
0,MK Pandey,Gujarat Lions,9,980980
1,MK Pandey,Gujarat Lions,9,981006
1,MM Sharma,Gujarat Lions,9,980960
33,MP Stoinis,Gujarat Lions,9,980910
27,MP Stoinis,Gujarat Lions,9,980960
7,MR Marsh,Gujarat Lions,9,980916
22,MS Dhoni,Gujarat Lions,9,980916
30,MS Dhoni,Gujarat Lions,9,980954
70,N Rana,Gujarat Lions,9,981012
3,NLTC Perera,Gujarat Lions,9,980954
9,NV Ojha,Gujarat Lions,9,980972
10,NV Ojha,Gujarat Lions,9,981022
3,P Negi,Gujarat Lions,9,980950
34,PA Patel,Gujarat Lions,9,980922
11,PP Chawla,Gujarat Lions,9,981006
5,Q de Kock,Gujarat Lions,9,980950
46,Q de Kock,Gujarat Lions,9,980966
0,R Bhatia,Gujarat Lions,9,980916
1,R Vinay Kumar,Gujarat Lions,9,981012
7,RG Sharma,Gujarat Lions,9,980922
30,RG Sharma,Gujarat Lions,9,981012
20,RR Pant,Gujarat Lions,9,980950
69,RR Pant,Gujarat Lions,9,980966
14,RV Uthappa,Gujarat Lions,9,980980
25,RV Uthappa,Gujarat Lions,9,981006
53,S Dhawan,Gujarat Lions,9,980934
47,S Dhawan,Gujarat Lions,9,980972
0,S Dhawan,Gujarat Lions,9,981022
4,SA Yadav,Gujarat Lions,9,980980
17,SA Yadav,Gujarat Lions,9,981006
0,Sachin Baby,Gujarat Lions,9,981018
1,Sandeep Sharma,Gujarat Lions,9,980960
1,SE Marsh,Gujarat Lions,9,980960
66,Shakib Al Hasan,Gujarat Lions,9,980980
3,Shakib Al Hasan,Gujarat Lions,9,981006
2,SP Narine,Gujarat Lions,9,981006
5,SPD Smith,Gujarat Lions,9,980916
101,SPD Smith,Gujarat Lions,9,980954
6,SR Watson,Gujarat Lions,9,980942
0,SR Watson,Gujarat Lions,9,980992
1,SR Watson,Gujarat Lions,9,981018
1,SS Tiwary,Gujarat Lions,9,980954
21,STR Binny,Gujarat Lions,9,981018
1,SV Samson,Gujarat Lions,9,980950
19,SV Samson,Gujarat Lions,9,980966
25,TG Southee,Gujarat Lions,9,980922
100,V Kohli,Gujarat Lions,9,980942
105,V Kohli,Gujarat Lions,9,980992
0,V Kohli,Gujarat Lions,9,981018
20,WP Saha,Gujarat Lions,9,980910
33,WP Saha,Gujarat Lions,9,980960
63,YK Pathan,Gujarat Lions,9,980980
36,YK Pathan,Gujarat Lions,9,981006
5,Yuvraj Singh,Gujarat Lions,9,980972
8,Yuvraj Singh,Gujarat Lions,9,981022
8,A Ashish Reddy,Kings XI Punjab,5,548364
7,A Ashish Reddy,Kings XI Punjab,6,598026
22,A Ashish Reddy,Kings XI Punjab,8,829764
2,A Chopra,Kings XI Punjab,1,336040
3,A Kumble,Kings XI Punjab,1,336011
0,A Kumble,Kings XI Punjab,1,336021
5,A Kumble,Kings XI Punjab,2,392196
1,A Kumble,Kings XI Punjab,2,392209
10,A Mishra,Kings XI Punjab,3,419154
0,A Mishra,Kings XI Punjab,4,501217
8,A Mishra,Kings XI Punjab,5,548364
4,A Mishra,Kings XI Punjab,7,729300
6,A Mithun,Kings XI Punjab,4,501249
10,A Mithun,Kings XI Punjab,4,501265
2,A Nehra,Kings XI Punjab,1,335996
0,A Nehra,Kings XI Punjab,1,336033
1,A Nehra,Kings XI Punjab,2,392231
1,A Nehra,Kings XI Punjab,3,419154
2,A Nehra,Kings XI Punjab,5,548324
60,A Symonds,Kings XI Punjab,2,392221
25,A Symonds,Kings XI Punjab,2,392234
53,A Symonds,Kings XI Punjab,3,419122
4,A Symonds,Kings XI Punjab,3,419161
4,A Symonds,Kings XI Punjab,4,501242
8,A Symonds,Kings XI Punjab,4,501256
0,AA Jhunjhunwala,Kings XI Punjab,4,501253
19,AA Jhunjhunwala,Kings XI Punjab,5,548364
1,AB Agarkar,Kings XI Punjab,1,336008
9,AB Agarkar,Kings XI Punjab,6,598064
11,AB de Villiers,Kings XI Punjab,2,392231
7,AB de Villiers,Kings XI Punjab,3,419113
27,AB de Villiers,Kings XI Punjab,4,501249
34,AB de Villiers,Kings XI Punjab,4,501265
52,AB de Villiers,Kings XI Punjab,5,548336
17,AB de Villiers,Kings XI Punjab,5,548355
6,AB de Villiers,Kings XI Punjab,6,598050
38,AB de Villiers,Kings XI Punjab,6,598069
17,AB de Villiers,Kings XI Punjab,7,729318
53,AB de Villiers,Kings XI Punjab,7,733996
47,AB de Villiers,Kings XI Punjab,8,829790
10,AB de Villiers,Kings XI Punjab,8,829808
64,AB de Villiers,Kings XI Punjab,9,980982
0,AB de Villiers,Kings XI Punjab,9,981004
2,AB Dinda,Kings XI Punjab,5,548324
2,AB Dinda,Kings XI Punjab,7,729318
8,AB McDonald,Kings XI Punjab,5,548336
9,AB McDonald,Kings XI Punjab,5,548355
15,AC Blizzard,Kings XI Punjab,4,501256
6,AC Gilchrist,Kings XI Punjab,1,336004
50,AC Gilchrist,Kings XI Punjab,1,336036
20,AC Gilchrist,Kings XI Punjab,2,392221
23,AC Gilchrist,Kings XI Punjab,2,392234
33,AC Gilchrist,Kings XI Punjab,3,419122
9,AC Gilchrist,Kings XI Punjab,3,419161
45,AC Voges,Kings XI Punjab,3,419129
4,AD Mascarenhas,Kings XI Punjab,2,392200
19,AD Mathews,Kings XI Punjab,3,419132
17,AD Mathews,Kings XI Punjab,3,419144
11,AD Mathews,Kings XI Punjab,5,548324
4,AD Mathews,Kings XI Punjab,6,598008
6,AD Mathews,Kings XI Punjab,8,829730
66,AD Russell,Kings XI Punjab,8,829738
51,AD Russell,Kings XI Punjab,8,829796
16,AD Russell,Kings XI Punjab,9,980968
3,AJ Finch,Kings XI Punjab,4,501228
64,AJ Finch,Kings XI Punjab,6,598030
19,AJ Finch,Kings XI Punjab,7,729300
20,AJ Finch,Kings XI Punjab,7,734012
8,AJ Finch,Kings XI Punjab,8,829722
74,AJ Finch,Kings XI Punjab,9,980910
34,AL Menaria,Kings XI Punjab,4,501225
0,AL Menaria,Kings XI Punjab,5,548314
34,AL Menaria,Kings XI Punjab,5,548359
2,AM Nayar,Kings XI Punjab,1,335996
27,AM Nayar,Kings XI Punjab,1,336033
15,AM Nayar,Kings XI Punjab,2,392205
25,AM Nayar,Kings XI Punjab,6,598008
2,AM Nayar,Kings XI Punjab,6,598030
23,AM Nayar,Kings XI Punjab,7,729296
1,AM Rahane,Kings XI Punjab,2,392227
98,AM Rahane,Kings XI Punjab,5,548314
5,AM Rahane,Kings XI Punjab,5,548359
34,AM Rahane,Kings XI Punjab,6,598019
59,AM Rahane,Kings XI Punjab,6,598057
13,AM Rahane,Kings XI Punjab,7,729296
23,AM Rahane,Kings XI Punjab,7,734038
0,AM Rahane,Kings XI Punjab,8,829714
74,AM Rahane,Kings XI Punjab,8,829746
9,AM Rahane,Kings XI Punjab,9,980924
19,AM Rahane,Kings XI Punjab,9,981010
